"rev_1","rev_2","rev_3","rev_4","rev_5","rev_6","risk_score","last_month","last_3month","last_6month","metro_last_month","sports_last_month","news_last_month","lifestyle_last_month","business_last_month","opinion_last_month","arts_last_month","sunday_magazine_last_month","ideas_last_month","search_last_month","member_center_last_month","south_last_month","spotlight_last_month","page_not_found_last_month","nation_last_month","north_last_month","magazine_last_month","circulars_last_month","politics_last_month","metro_last_3month","sports_last_3month","news_last_3month","lifestyle_last_3month","business_last_3month","opinion_last_3month","arts_last_3month","sunday_magazine_last_3month","ideas_last_3month","search_last_3month","member_center_last_3month","south_last_3month","spotlight_last_3month","page_not_found_last_3month","nation_last_3month","north_last_3month","magazine_last_3month","circulars_last_3month","politics_last_3month","metro_last_6month","sports_last_6month","news_last_6month","lifestyle_last_6month","business_last_6month","opinion_last_6month","arts_last_6month","sunday_magazine_last_6month","ideas_last_6month","search_last_6month","member_center_last_6month","south_last_6month","spotlight_last_6month","page_not_found_last_6month","nation_last_6month","north_last_6month","magazine_last_6month","circulars_last_6month","politics_last_6month","y0_6","y1_6","y0_5","y1_5","y0_4","y1_4","y0_3","y1_3","y0_2","y1_2","y0_1","y1_1","treated","p_treated"
495.258941650391,498.847869873047,501.044464111328,515.295104980469,513.260498046875,516.343139648438,0.000144362449645996,0,149,406,15,11,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,19,14,5,0,2,3,0,0,0,0,0,0,0,0,3,0,0,61,84,52,26,17,0,7,6,0,0,0,0,0,0,0,0,6,0,0,506.11475,513.38873,505.52774,515.5513,503.68567,513.00415,499.31183,508.9907,497.95508,503.4912,498.3782,501.78104,0,0.0141098233823832
450.807769775391,454.851501464844,465.821350097656,478.669067382812,484.924133300781,494.816436767578,0.00945264101028442,0,7,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,442.10327,212.34892,445.94934,275.58655,446.78827,273.66925,437.2569,273.16635,445.28168,456.8552,443.8326,448.2801,0,0.00876808344927037
499.465728759766,501.662658691406,507.3037109375,511.975677490234,511.671417236328,520.351318359375,0.00140947103500366,0,62,297,15,63,2,1,3,0,0,2,0,0,0,0,1,0,0,0,2,0,0,33,139,10,16,9,0,6,6,0,0,0,0,1,0,0,0,6,0,0,52,301,19,23,25,1,15,13,0,0,0,0,1,0,0,0,13,0,0,490.35556,511.15405,486.20108,507.92654,485.85574,495.6257,486.76343,486.49222,486.37656,498.3591,488.54575,494.70197,0,0.00776082392583033
500.025238037109,508.854888916016,510.495330810547,510.898376464844,511.128753662109,513.581726074219,0.00297373533248901,0,247,488,45,5,27,20,15,10,2,11,2,0,0,0,0,0,0,0,11,0,0,124,24,88,66,38,39,3,26,3,0,0,0,0,0,0,0,28,0,0,248,32,151,103,70,64,6,38,3,0,0,0,0,0,0,0,40,0,0,510.01996,504.11353,506.36737,503.84064,506.1874,504.02982,505.20618,505.5415,501.72565,493.7365,500.2109,487.7237,0,0.00726843854163005
474.226409912109,486.233978271484,490.471435546875,494.988983154297,500.131439208984,498.856079101562,0.00227648019790649,0,13,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,20,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,19,83,1,0,2,3,0,1,0,0,0,0,0,0,1,0,1,0,0,481.56125,505.12558,480.18463,495.1072,473.00772,489.65555,474.4611,479.71188,467.82452,487.27567,460.23672,479.4096,0,0.00804250526243285
484.401641845703,492.748626708984,498.887573242188,505.819854736328,509.092102050781,512.380798339844,0.000778079032897949,0,26,88,6,15,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18,39,8,6,1,1,0,4,0,0,0,0,0,0,0,0,4,0,0,29,49,20,8,2,5,0,7,0,0,0,1,0,0,0,0,8,0,0,494.92676,387.38123,494.81076,391.90726,492.3861,391.31464,487.81662,510.25894,486.6237,500.13934,481.61197,489.65628,0,0.0080098076202136
443.923309326172,450.512756347656,467.105194091797,495.097991943359,493.165649414062,497.399475097656,0.000119924545288086,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.9701,458.11304,429.32568,441.1366,430.35165,457.6927,435.3366,459.16394,428.69955,461.44543,427.30334,445.9005,0,0.0206134594823985
432.104827880859,440.839447021484,452.877593994141,462.033874511719,470.340667724609,375.443572998047,0.0004311203956604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.8927,384.0672,448.05936,398.899,448.71844,418.93658,439.9768,405.88437,425.59772,436.21695,424.9657,434.874,0,0.0222993039837359
432.104827880859,440.839447021484,451.59375,462.033874511719,470.340667724609,479.494354248047,0.000351428985595703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.88947,446.92062,445.48892,447.11026,445.90018,366.34396,438.42877,426.30875,433.73425,446.98724,430.9394,438.6426,0,0.00832590543887079
464.845489501953,468.950561523438,465.626159667969,477.11181640625,476.351379394531,487.553497314453,0.000912785530090332,0,2,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,463.34753,487.0166,455.62292,483.98984,448.41522,479.0587,454.23538,469.28506,448.45972,467.19186,441.01135,438.4533,0,0.0122012142426771
432.104827880859,116.994148254395,112.140625,128.077880859375,152.234283447266,127.848777770996,0.00024038553237915,0,24,210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14,16,13,5,8,0,0,3,0,0,0,0,0,0,0,0,4,0,0,402.98108,483.7843,370.415,466.8709,387.46268,477.9823,333.00775,467.96133,397.7528,469.28812,425.9421,475.7507,0,0.00949253773359497
507.838409423828,505.288055419922,519.86328125,523.826843261719,522.325500488281,526.086730957031,0.00114881992340088,0,118,292,13,7,6,4,5,9,4,1,0,0,0,0,0,0,0,0,1,0,0,34,19,22,29,13,14,9,3,0,0,0,0,0,0,0,0,3,0,0,104,30,63,32,15,22,19,3,0,0,0,0,0,0,0,0,3,0,0,488.97165,523.17395,492.11014,519.1095,495.3208,514.4694,496.6121,520.8637,492.6254,503.63095,501.3199,504.80093,0,0.0112715348871075
432.104827880859,440.839447021484,451.59375,462.033874511719,478.837158203125,486.950714111328,0.000237762928009033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.2322,465.47516,436.85052,462.7931,432.96277,450.39023,429.0205,458.78403,427.1564,445.44427,427.4765,434.57986,0,0.0650064161707997
502.022644042969,508.786041259766,500.985198974609,504.39208984375,502.735473632812,511.5810546875,0.00225567817687988,0,456,1261,42,14,39,15,18,20,9,11,0,0,2,0,0,0,0,0,12,0,0,152,38,116,35,48,64,19,25,1,4,4,0,0,0,0,0,24,0,0,335,59,237,79,97,149,46,41,12,5,5,1,0,0,0,0,42,0,0,512.0706,520.8151,510.28,517.3195,508.9845,515.4519,507.71475,516.18134,507.35715,513.26263,504.8555,510.80536,0,0.0061435647743485
492.8466796875,488.970001220703,498.055969238281,503.038299560547,511.233520507812,519.668212890625,0.00241589546203613,0,132,396,18,11,5,3,5,7,2,1,0,0,0,0,0,0,0,0,1,0,0,45,21,24,12,14,7,5,2,0,0,0,0,0,0,0,0,2,0,0,102,65,47,15,36,12,8,6,0,0,0,0,0,0,0,0,6,0,0,505.7526,513.96533,501.2743,508.12076,496.81265,508.01654,493.80234,502.8362,491.7395,498.3987,487.27313,491.6881,0,0.0493070994893077
488.557983398438,494.666168212891,495.5107421875,499.383178710938,504.929992675781,498.502502441406,0.00178635120391846,0,62,178,8,14,6,8,6,0,0,2,0,0,0,0,0,0,1,0,2,0,0,6,19,25,25,11,1,3,5,0,0,0,0,0,0,1,0,5,0,0,48,31,32,41,22,3,6,7,0,0,2,0,0,0,1,0,10,0,0,494.77377,511.62387,493.50223,510.06595,488.83447,500.31232,487.1972,502.83908,482.39218,490.45474,477.46478,481.57578,0,0.00636940647295633
432.104827880859,440.839447021484,451.59375,462.033874511719,470.340667724609,479.494354248047,0.000148773193359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.77853,407.23984,431.64975,429.29236,437.83426,450.39996,433.18213,458.2117,430.9285,429.82364,430.28293,438.78232,0,0.00654798543496368
432.104827880859,440.839447021484,451.59375,462.033874511719,473.881805419922,479.494354248047,0.000668644905090332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.69232,455.8266,443.83032,454.5417,443.5051,419.65857,433.18213,446.53952,430.9285,446.98724,428.48425,438.0459,0,0.00882933631380698
470.653778076172,488.912780761719,495.188812255859,485.550018310547,472.2109375,502.132080078125,5.73396682739258e-05,0,26,31,6,1,8,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,11,2,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,14,3,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,458.3381,476.99033,464.08997,504.28012,462.6421,482.11322,465.37305,478.49054,463.2422,462.8338,461.39175,449.3075,0,0.00890140438881026
471.21337890625,472.721435546875,469.817718505859,475.732940673828,487.197814941406,490.593139648438,0.00116759538650513,0,30,106,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,1,1,0,3,0,0,0,0,0,0,0,0,3,0,0,15,2,3,14,6,2,7,4,0,0,0,0,0,1,0,0,4,0,0,497.4213,498.9229,490.56512,480.08542,488.14813,492.92435,485.7682,486.10986,482.14984,479.55905,474.8407,461.2083,0,0.0270570833652416
504.220672607422,495.49365234375,498.919189453125,499.9365234375,505.606536865234,512.21533203125,0.00176656246185303,0,440,1285,0,273,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,855,0,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,4,903,1,14,0,5,10,3,0,0,2,1,0,0,0,0,3,0,0,504.6986,511.96533,502.5568,510.93805,502.32907,507.86426,503.40283,501.40793,498.84802,495.67606,500.70776,507.41754,0,0.017661329862262
495.270599365234,495.680938720703,508.010467529297,513.122436523438,509.516540527344,508.427978515625,0.000310301780700684,0,49,170,8,1,1,7,1,3,1,5,0,0,0,0,0,0,1,0,5,0,0,39,7,11,22,7,10,3,11,0,0,0,0,0,0,1,0,11,0,0,81,13,37,45,17,9,6,14,0,1,0,0,0,2,1,0,14,0,0,430.45468,500.51022,434.916,468.64545,457.44662,495.56116,464.5849,491.75717,471.36,490.31485,473.97437,477.69324,0,0.00803851163064494
471.243133544922,491.008178710938,488.78759765625,502.027435302734,503.795562744141,513.476745605469,0.000630795955657959,0,41,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,5,5,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,63,4,11,6,3,4,1,4,0,0,0,0,0,0,0,0,4,0,0,491.70157,510.5392,489.38538,504.2079,489.3086,495.98514,488.43118,492.57092,485.60583,478.56158,482.60333,475.07043,0,0.0395024367621816
500.064086914062,504.292663574219,515.197082519531,514.026550292969,518.647033691406,516.852905273438,0.000435173511505127,0,283,611,14,91,3,0,5,1,0,2,0,0,0,0,0,0,0,0,2,0,0,105,268,33,33,37,9,4,2,2,0,0,0,0,0,0,0,2,0,0,269,460,62,45,62,22,6,13,2,1,0,0,0,12,0,1,13,0,0,503.16827,464.33102,498.6775,463.3997,498.22955,467.37698,499.01413,517.7174,498.55048,504.82614,498.78528,506.21347,0,0.015320748075397
432.104827880859,440.839447021484,451.59375,462.033874511719,470.340667724609,479.494354248047,0.000296533107757568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.1381,487.82388,441.5002,479.7223,444.76553,468.5934,434.354,461.08484,431.32513,444.01917,427.4765,431.77734,0,0.00726111778502584
80.4445953369141,137.633117675781,114.502090454102,91.7816467285156,94.7670135498047,97.903434753418,0.000124335289001465,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,352.32852,496.72165,363.70786,490.74643,380.5751,479.63675,312.93124,454.78433,343.36655,444.49823,407.92496,434.6217,0,0.00926435758930174
500.722229003906,511.368713378906,517.451110839844,515.202880859375,515.563781738281,517.206848144531,0.000549614429473877,0,88,249,8,11,3,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,11,9,23,10,11,3,0,0,0,0,0,0,0,0,4,0,0,30,58,24,26,42,17,18,23,0,1,0,0,0,0,0,0,24,0,0,506.7221,512.6926,502.15985,502.34714,500.42813,505.29517,501.5281,498.06873,503.02255,503.95462,503.43362,499.98288,0,0.0184143050990405
499.066040039062,499.833465576172,496.780609130859,510.116119384766,507.716217041016,523.295654296875,0.00139397382736206,0,78,257,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,21,18,5,14,2,1,2,0,0,0,0,0,0,0,0,2,0,0,73,65,35,8,29,3,1,6,0,0,0,0,0,3,0,0,6,0,0,507.1334,511.38074,504.15646,497.83917,503.33313,502.28482,497.52496,492.6563,494.11493,477.30865,492.5017,459.1806,0,0.0134782132171069
461.043792724609,475.992828369141,485.731018066406,480.081726074219,492.7412109375,493.088073730469,0.000432670116424561,0,1,15,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.4857,493.80917,455.63217,483.90585,457.62506,479.4295,459.12244,465.9693,457.11002,466.63754,460.55258,453.09906,0,0.0082570233426777
474.832489013672,472.1298828125,477.359100341797,473.484771728516,490.112213134766,498.308074951172,0.000338435173034668,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,345.59705,440.81458,360.99423,405.97528,352.60324,414.64172,400.16922,436.80106,414.82944,439.87845,415.54727,438.74442,0,0.00627138382173347
432.104827880859,446.051483154297,457.235656738281,471.541259765625,483.087890625,486.069061279297,0.000328660011291504,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,463.35214,488.2568,454.2173,482.67172,444.51996,471.83954,443.6064,465.2135,436.93076,451.83295,431.45566,439.13812,0,0.00879305826123088
468.641662597656,474.779632568359,475.057800292969,477.136474609375,483.029418945312,497.39453125,0.000178992748260498,0,12,14,3,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41,7,3,1,6,0,2,0,0,0,0,0,0,0,0,2,0,0,470.99805,495.95822,473.48468,492.44864,467.91904,484.80728,469.6277,479.71188,461.149,474.74414,460.55258,461.57703,1,0.401466785614551
432.104827880859,440.839447021484,455.701538085938,462.296813964844,476.828277587891,484.3349609375,0.000373125076293945,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,444.9097,478.25192,441.7096,458.14944,443.07294,464.94394,433.18213,453.62943,416.70276,446.41254,421.6907,438.5248,0,0.0170589471903458
432.104827880859,91.5453109741211,90.5771026611328,89.6657791137695,92.3193435668945,83.3218078613281,0.00216054916381836,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,310.75784,375.72607,326.58777,467.95746,320.48056,461.02908,250.57382,458.72812,385.7312,450.93304,428.48425,430.2786,0,0.00674940465963608
506.439392089844,506.40380859375,519.86328125,520.531433105469,531.377197265625,528.416198730469,0.00101739168167114,0,118,255,28,1,6,19,6,0,4,15,0,0,0,0,0,0,1,0,16,0,0,79,3,37,25,19,16,4,39,1,0,0,0,0,0,1,0,41,0,0,119,9,50,32,24,20,8,76,1,4,0,0,0,12,1,0,77,0,0,496.85382,517.85016,499.9567,505.95538,500.5199,498.18906,493.6029,500.63803,490.30707,499.97406,494.48407,498.45526,0,0.0247765500913171
443.923309326172,454.727569580078,463.933135986328,477.8720703125,478.451568603516,490.175811767578,0.000119924545288086,0,16,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,17,2,4,3,0,0,2,0,0,1,0,0,0,0,0,2,0,0,466.12357,428.47406,463.9995,406.05862,468.77448,409.9332,470.73334,452.78134,461.89484,463.8437,447.90753,460.27432,0,0.00937034483649665
432.104827880859,440.839447021484,451.59375,462.033874511719,470.340667724609,479.494354248047,0.000712215900421143,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.45676,457.2348,395.71918,448.8002,398.74902,453.08908,402.83707,451.45667,403.93192,441.47617,412.8361,434.6217,0,0.0380343222281032
469.020751953125,463.831176757812,468.652526855469,473.128723144531,482.357299804688,479.695098876953,0.00247615575790405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,426.76624,473.81827,431.43018,479.2433,425.2759,458.87848,427.6743,454.8749,421.66357,444.20532,419.7755,437.4578,0,0.00717810871994787
459.207122802734,458.697326660156,466.937255859375,497.006469726562,227.158111572266,255.957046508789,0.00108623504638672,0,6,27,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,429.75513,487.73227,431.55685,486.4451,434.30386,479.0587,426.0437,451.0483,427.31335,462.23264,443.9114,453.09906,0,0.00746701490372311
505.063171386719,508.208648681641,511.370910644531,513.033203125,517.455078125,518.511596679688,0.000118732452392578,0,350,799,73,6,15,23,5,1,5,5,1,0,0,0,0,0,1,0,5,0,0,269,13,46,54,35,17,16,19,2,0,1,0,0,0,1,0,19,0,0,571,13,129,80,78,34,34,32,2,0,2,0,0,1,1,0,31,0,0,507.46506,513.99536,504.32178,503.84064,503.833,499.6724,498.8244,503.91666,497.95215,499.97406,500.16006,501.388,0,0.011009096837066
509.590118408203,511.924468994141,515.672668457031,516.449340820312,520.881225585938,519.275512695312,0.00124120712280273,0,393,1139,69,198,43,14,22,7,6,6,0,0,0,0,0,0,1,0,6,0,0,271,502,114,50,59,26,19,24,0,0,0,0,0,0,1,0,23,0,0,703,903,156,112,103,54,33,34,5,0,0,0,0,20,1,1,34,0,0,512.9424,512.9707,511.83157,505.49283,510.99036,519.8889,509.01337,519.13354,506.0023,512.71106,506.07074,503.1988,0,0.00738792278316961
